step,predicted,actual
472.18,0.004498816095292568,0.01805555634200573
476.36,0.040560532361269,0.01666666753590107
480.54,0.04447152838110924,0.02083333395421505
484.72,0.01937124691903591,0.02500000037252903
680.1304347826087,0.0027474157977849245,0.05000000074505806
683.2608695652174,0.002728175139054656,0.04027777910232544
686.3913043478261,0.03432432934641838,0.03194444626569748
689.5217391304348,0.07230449467897415,0.01944444514811039
692.6521739130435,0.03245890885591507,0.05000000074505806
695.7826086956521,-0.0017919978126883507,0.02777777798473835
698.9130434782609,0.038579922169446945,0.01805555634200573
823.4565217391304,0.03336396813392639,0.0347222238779068
825.9130434782609,0.023046700283885002,0.02083333395421505
828.3695652173913,0.05215531587600708,0.03750000149011612
940.275,-0.0013022603234276175,0.013888888992369175
946.55,0.016385138034820557,0.012500000186264515
1187.75,0.009920388460159302,0.0055555556900799274
1190.5,0.05491102114319801,0.03333333507180214
1285.6888888888889,0.01794126257300377,0.012500000186264515
1287.3777777777777,0.033895812928676605,0.02222222276031971
1289.0666666666666,0.014366472139954567,0.02222222276031971
1290.7555555555555,0.05484507977962494,0.04583333432674408
1292.4444444444443,0.015197833999991417,0.05694444477558136
1361.906976744186,0.028868542984128,0.03055555559694767
1363.8139534883721,0.05611305311322212,0.0069444444961845875
1445.3589743589744,0.03594258427619934,0.013888888992369175
1448.7179487179487,0.004605274181813002,0.011111111380159855
1452.076923076923,0.019739976152777672,0.011111111380159855
1455.4358974358975,0.031445398926734924,0.04027777910232544
1573.3846153846155,0.033013276755809784,0.03333333507180214
1573.7692307692307,0.031820882111787796,0.02222222276031971
1589.3478260869565,0.03451376035809517,0.0069444444961845875
1590.695652173913,0.011914044618606567,0.013888888992369175
1592.0434782608695,0.002275436883792281,0.02083333395421505
1593.391304347826,0.012319250032305717,0.02222222276031971
1594.7391304347825,0.06802789866924286,0.02083333395421505
1596.0869565217392,0.05119016021490097,0.02361111156642437
1597.4347826086957,0.04724666848778725,0.04027777910232544
1598.7826086956522,0.011973951943218708,0.008333333767950535
1600.1304347826087,-0.0029523097909986973,0.015277777798473835
1651.9056603773586,-0.008300568908452988,0.03055555559694767
1653.811320754717,0.044678572565317154,0.02222222276031971
1655.7169811320755,0.03619689866900444,0.01666666753590107
1752.7916666666667,-0.014057482592761517,0.009722222574055195
1754.5833333333333,0.039211392402648926,0.02083333395421505
1756.375,0.026582403108477592,0.03888889029622078
1841.7027027027027,0.0024504002649337053,0.0069444444961845875
1846.4054054054054,0.02400960400700569,0.02222222276031971
2017.3829787234042,0.034876350313425064,0.015277777798473835
2023.7659574468084,0.005945536773651838,0.011111111380159855
2330.6,0.00038949429290369153,0.015277777798473835
2350.2,0.05290466174483299,0.009722222574055195
2369.8,0.03492453694343567,0.013888888992369175
3121.315789473684,0.006472695618867874,0.004166666883975267
3147.6315789473683,0.005125683732330799,0.01805555634200573
3173.9473684210525,0.024549154564738274,0.012500000186264515
3200.2631578947367,0.0036575174890458584,0.0055555556900799274
4100.02,-0.014709016308188438,0.008333333767950535
4105.04,0.014895496889948845,0.0069444444961845875
4110.06,-0.000842186389490962,0.0055555556900799274
4371.641025641025,-0.00876531284302473,0.011111111380159855
4397.282051282052,0.006060560699552298,0.0027777778450399637
4422.923076923077,-0.0023101186379790306,0.011111111380159855
5351.2040816326535,-0.011814025230705738,0.011111111380159855
5356.408163265306,0.019633673131465912,0.01666666753590107
5361.6122448979595,0.011994571425020695,0.02083333395421505
5366.816326530612,0.0009008596534840763,0.009722222574055195
5605.266666666666,0.024853963404893875,0.02638888917863369
5609.533333333334,0.02001175843179226,0.02222222276031971
5613.8,-0.0046531083062291145,0.0
5618.066666666667,0.03302057087421417,0.011111111380159855
5811.181818181818,-0.01931835152208805,0.004166666883975267
5829.363636363636,0.019108958542346954,0.0
5847.545454545455,0.0426933653652668,0.0069444444961845875
5865.727272727273,0.007067915052175522,0.009722222574055195
6813.408163265306,0.019388608634471893,0.0013888889225199819
6833.816326530612,0.021958809345960617,0.02222222276031971
6854.224489795918,0.0019203294068574905,0.009722222574055195
7810.241379310345,0.006329572293907404,0.0
7827.482758620689,0.013150624930858612,0.0
7844.724137931034,0.013230248354375362,0.013888888992369175
7861.9655172413795,0.019029607996344566,0.012500000186264515
