step,beta,cost
25996.0,0.0,
26171.0,0.0,
26221.0,,0.0
26391.212765957447,0.0,
26582.702127659573,0.0,
26816.744680851065,0.0,
27178.44680851064,0.0,
27221.0,,0.0
27411.47619047619,0.0,
27673.380952380954,0.0,
28006.714285714286,0.0,
28173.380952380954,0.0,
28221.0,,0.0
28482.904761904763,0.0,
28744.809523809523,0.0,
28959.095238095237,0.0,
29173.380952380954,0.0,
29221.0,,0.0
29485.150943396227,0.0,
29692.69811320755,0.0,
29994.584905660377,0.0,
30183.264150943396,0.0,
30221.0,,0.0
30533.5,0.0,
30762.666666666668,0.0,
30971.0,0.0,
31179.333333333332,0.0,
31221.0,,0.0
31515.117647058825,0.0,
31691.58823529412,0.0,
31926.882352941175,0.0,
32181.78431372549,0.0,
32221.0,,0.0
32496.0,0.0,
32696.0,0.0,
32971.0,0.0,
33171.0,0.0,
33221.0,,0.0
33476.813953488374,0.0,
33662.86046511628,0.0,
33965.186046511626,0.0,
34174.48837209302,0.0,
34221.0,,0.0
34509.88888888889,0.0,
34709.88888888889,0.0,
34954.333333333336,0.0,
35176.555555555555,0.0,
35221.0,,0.0
35471.0,0.0,
35834.63636363636,0.0,
35993.72727272727,0.0,
36175.545454545456,0.0,
36221.0,,0.0
36465.444444444445,0.0,
36643.22222222222,0.0,
36932.11111111111,0.0,
37176.555555555555,0.0,
37221.0,,0.0
37515.117647058825,0.0,
37750.41176470588,0.0,
37985.705882352944,0.0,
38181.78431372549,0.0,
38221.0,,0.0
38554.333333333336,0.0,
38810.743589743586,0.0,
39015.8717948718,0.0,
39169.717948717946,0.0,
39221.0,,0.0
39561.425531914894,0.0,
39774.1914893617,0.0,
40029.51063829787,0.0,
40178.44680851064,0.0,
40221.0,,0.0
40513.68292682927,0.0,
40830.756097560974,0.0,
41001.48780487805,0.0,
41172.21951219512,0.0,
41221.0,,0.0
41431.52631578947,0.0,
41642.05263157895,0.0,
41878.89473684211,0.0,
42168.36842105263,0.0,
42221.0,,0.0
42456.294117647056,0.0,
42691.58823529412,0.0,
42868.05882352941,0.0,
43181.78431372549,0.0,
43221.0,,0.0
43464.90243902439,0.0,
43733.19512195122,0.0,
43952.70731707317,0.0,
44172.21951219512,0.0,
44221.0,,0.0
44509.46153846154,0.0,
44721.0,0.0,
45009.46153846154,0.0,
45182.53846153846,0.0,
45221.0,,0.0
45493.72727272727,0.0,
45721.0,0.0,
45880.09090909091,0.0,
46175.545454545456,0.0,
46221.0,,0.0
46465.444444444445,0.0,
46687.666666666664,0.0,
46976.555555555555,0.0,
47176.555555555555,0.0,
47221.0,,0.0
47500.06976744186,0.0,
47732.62790697674,0.0,
47988.441860465115,0.0,
48174.48837209302,0.0,
48221.0,,0.0
48481.86956521739,0.0,
48721.0,0.0,
48981.86956521739,0.0,
49177.52173913043,0.0,
49221.0,,0.0
49497.59574468085,0.0,
49752.914893617024,0.0,
50008.234042553195,0.0,
50178.44680851064,0.0,
50221.0,,0.0
50506.71428571428,0.0,
50669.97959183674,0.0,
50914.87755102041,0.0,
51180.183673469386,0.0,
51221.0,,0.0
51509.88888888889,0.0,
51665.444444444445,0.0,
51865.444444444445,0.0,
52176.555555555555,0.0,
52221.0,,0.0
52482.90476190476,0.0,
52721.0,0.0,
52911.47619047619,0.0,
53173.380952380954,0.0,
53221.0,,0.0
53446.0,0.0,
53671.0,0.0,
53896.0,0.0,
54171.0,0.0,
54221.0,,0.0
54445.489795918365,0.0,
54710.795918367345,0.0,
54935.28571428572,0.0,
55180.183673469386,0.0,
55221.0,,0.0
55506.71428571428,0.0,
55812.836734693876,0.0,
55976.102040816324,0.0,
56180.183673469386,0.0,
56221.0,,0.0
56503.608695652176,0.0,
56764.47826086957,0.0,
56938.391304347824,0.0,
57177.52173913043,0.0,
57221.0,,0.0
57425.545454545456,0.0,
57721.0,0.0,
57971.0,0.0,
58175.545454545456,0.0,
58221.0,,0.0
58460.13043478261,0.0,
58634.04347826087,0.0,
58938.391304347824,0.0,
59177.52173913043,0.0,
59221.0,,0.0
59471.0,0.0,
59721.0,0.0,
59925.545454545456,0.0,
60175.545454545456,0.0,
60221.0,,0.0
60429.333333333336,0.0,
60700.166666666664,0.0,
60991.833333333336,0.0,
61179.333333333336,0.0,
61221.0,,0.0
61539.181818181816,0.0,
61698.27272727273,0.0,
61948.27272727273,0.0,
62175.545454545456,0.0,
62221.0,,0.0
62445.489795918365,0.0,
62669.97959183674,0.0,
62935.28571428572,0.0,
63180.183673469386,0.0,
63221.0,,0.0
63415.444444444445,0.0,
63748.77777777778,0.0,
63943.22222222222,0.0,
64165.444444444445,0.0,
64221.0,,0.0
64496.0,0.0,
64696.0,0.0,
64921.0,0.0,
65171.0,0.0,
65221.0,,0.0
65581.0,0.0,
65681.0,0.0,
65901.0,0.0,
66181.0,0.0,
66221.0,,0.0
66398.77777777778,0.0,
66665.44444444444,0.0,
66976.55555555556,0.0,
67176.55555555556,0.0,
67221.0,,0.0
67449.57142857143,0.0,
67649.57142857143,0.0,
67935.28571428571,0.0,
68163.85714285714,0.0,
68221.0,,0.0
68510.47368421052,0.0,
68694.68421052632,0.0,
68905.21052631579,0.0,
69168.36842105263,0.0,
69221.0,,0.0
69487.66666666667,0.0,
69732.11111111111,0.0,
69932.11111111111,0.0,
70176.55555555556,0.0,
70221.0,,0.0
70437.21621621621,0.0,
70680.45945945945,0.0,
71004.78378378379,0.0,
71166.94594594595,0.0,
71221.0,,0.0
71530.52380952382,0.0,
71721.0,0.0,
71959.09523809524,0.0,
72173.38095238095,0.0,
72221.0,,0.0
72371.0,0.0,
72646.0,0.0,
72971.0,0.0,
73171.0,0.0,
73221.0,,0.0
73471.0,0.0,
73721.0,0.0,
73871.0,0.0,
74171.0,0.0,
74221.0,,0.0
74567.15384615384,0.0,
74817.15384615384,0.0,
75028.69230769231,0.0,
75182.53846153847,0.0,
75221.0,,0.0
75477.41025641025,0.0,
75682.53846153847,0.0,
75938.94871794872,0.0,
76169.71794871795,0.0,
76221.0,,0.0
76561.90909090909,0.0,
76743.72727272728,0.0,
76925.54545454546,0.0,
77175.54545454546,0.0,
77221.0,,0.0
77530.52380952382,0.0,
77673.38095238095,0.0,
77887.66666666667,0.0,
78173.38095238095,0.0,
78221.0,,0.0
78477.41025641025,0.0,
78733.82051282052,0.0,
78938.94871794872,0.0,
79169.71794871795,0.0,
79221.0,,0.0
79523.32558139534,0.0,
79686.11627906977,0.0,
79918.67441860466,0.0,
80174.48837209302,0.0,
80221.0,,0.0
80573.94117647059,0.0,
80809.23529411765,0.0,
81083.74509803922,0.0,
81181.7843137255,0.0,
81221.0,,0.0
81571.0,0.0,
81746.0,0.0,
81921.0,0.0,
82171.0,0.0,
82221.0,,0.0
82516.45454545454,0.0,
82721.0,0.0,
82948.27272727272,0.0,
83175.54545454546,0.0,
83221.0,,0.0
83554.33333333333,0.0,
83768.61904761905,0.0,
83982.90476190476,0.0,
84173.38095238095,0.0,
84221.0,,0.0
84546.58139534884,0.0,
84802.3953488372,0.0,
85034.95348837209,0.0,
85174.48837209302,0.0,
85221.0,,0.0
85431.52631578948,0.0,
85615.73684210527,0.0,
85905.21052631579,0.0,
86168.36842105263,0.0,
86221.0,,0.0
86616.83333333333,0.0,
86866.83333333333,0.0,
87012.66666666667,0.0,
87179.33333333333,0.0,
87221.0,,0.0
87464.24324324324,0.0,
87680.45945945945,0.0,
87923.7027027027,0.0,
88166.94594594595,0.0,
88221.0,,0.0
88476.81395348837,0.0,
88779.13953488372,0.0,
88988.44186046511,0.0,
89174.48837209302,0.0,
89221.0,,0.0
89439.75,0.0,
89627.25,0.0,
89846.0,0.0,
90158.5,0.0,
90221.0,,0.0
90435.28571428571,0.0,
90721.0,0.0,
90911.47619047618,0.0,
91173.38095238095,0.0,
91221.0,,0.0
91539.18181818182,0.0,
91834.63636363637,0.0,
92061.90909090909,0.0,
92175.54545454546,0.0,
92221.0,,0.0
92497.59574468085,0.0,
92731.63829787234,0.0,
92944.40425531915,0.0,
93178.44680851063,0.0,
93221.0,,0.0
93525.34782608696,0.0,
93786.21739130435,0.0,
94047.08695652174,0.0,
94177.52173913043,0.0,
94221.0,,0.0
94516.45454545454,0.0,
94766.45454545454,0.0,
94993.72727272728,0.0,
95175.54545454546,0.0,
95221.0,,0.0
95398.77777777778,0.0,
95576.55555555556,0.0,
95887.66666666667,0.0,
96176.55555555556,0.0,
96221.0,,0.0
96471.0,0.0,
96721.0,0.0,
96971.0,0.0,
97171.0,0.0,
97221.0,,0.0
97496.0,0.0,
97771.0,0.0,
97946.0,0.0,
98171.0,0.0,
98221.0,,0.0
98440.51219512195,0.0,
98684.41463414633,0.0,
98952.70731707317,0.0,
99172.21951219512,0.0,
99221.0,,0.0
99487.66666666667,0.0,
99687.66666666667,0.0,
99932.11111111111,0.0,
100176.55555555556,0.0,
100221.0,,0.0
100501.0,0.0,
100741.0,0.0,
100941.0,0.0,
101181.0,0.0,
101221.0,,0.0
101581.0,0.0,
101901.0,0.0,
102081.0,0.0,
102181.0,0.0,
102221.0,,0.0
102486.30612244898,0.0,
102649.57142857143,0.0,
102894.4693877551,0.0,
103180.1836734694,0.0,
103221.0,,0.0
103484.15789473684,0.0,
103694.68421052632,0.0,
103984.15789473684,0.0,
104168.36842105263,0.0,
104221.0,,0.0
104515.11764705883,0.0,
104789.62745098039,0.0,
105044.5294117647,0.0,
105181.7843137255,0.0,
105221.0,,0.0
105532.11111111111,0.0,
105732.11111111111,0.0,
105932.11111111111,0.0,
106176.55555555556,0.0,
106221.0,,0.0
106500.06976744186,0.0,
106686.11627906977,0.0,
106918.67441860466,0.0,
107174.48837209302,0.0,
107221.0,,0.0
107438.39130434782,0.0,
107655.78260869565,0.0,
107938.39130434782,0.0,
108177.52173913043,0.0,
108221.0,,0.0
108438.39130434782,0.0,
108634.04347826086,0.0,
108851.43478260869,0.0,
109177.52173913043,0.0,
109221.0,,0.0
109571.0,0.0,
109746.0,0.0,
109971.0,0.0,
110171.0,0.0,
110221.0,,0.0
110530.52380952382,0.0,
110721.0,0.0,
110911.47619047618,0.0,
111173.38095238095,0.0,
111221.0,,0.0
111513.68292682926,0.0,
111733.19512195123,0.0,
111903.9268292683,0.0,
112172.21951219512,0.0,
112221.0,,0.0
112486.30612244898,0.0,
112710.79591836735,0.0,
112996.51020408163,0.0,
113180.1836734694,0.0,
113221.0,,0.0
113394.91304347826,0.0,
113655.78260869565,0.0,
113851.43478260869,0.0,
114177.52173913043,0.0,
114221.0,,0.0
114476.31914893616,0.0,
114710.36170212766,0.0,
114944.40425531915,0.0,
115178.44680851063,0.0,
115221.0,,0.0
115371.0,0.0,
115621.0,0.0,
115896.0,0.0,
116171.0,0.0,
116221.0,,0.0
116625.25531914894,0.0,
116795.46808510639,0.0,
116923.12765957447,0.0,
117178.44680851063,0.0,
117221.0,,0.0
117608.75510204081,0.0,
117751.61224489796,0.0,
117955.69387755102,0.0,
118180.1836734694,0.0,
118221.0,,0.0
118416.65217391304,0.0,
118634.04347826086,0.0,
118960.13043478261,0.0,
119177.52173913043,0.0,
119221.0,,0.0
119579.49056603774,0.0,
119805.90566037736,0.0,
120032.32075471699,0.0,
120183.2641509434,0.0,
120221.0,,0.0
120498.77777777778,0.0,
120776.55555555556,0.0,
120998.77777777778,0.0,
121165.44444444444,0.0,
121221.0,,0.0
121486.30612244898,0.0,
121710.79591836735,0.0,
121935.28571428571,0.0,
122180.1836734694,0.0,
122221.0,,0.0
122487.66666666667,0.0,
122709.88888888889,0.0,
122998.77777777778,0.0,
123176.55555555556,0.0,
123221.0,,0.0
123601.0,0.0,
123801.0,0.0,
123961.0,0.0,
124181.0,0.0,
124221.0,,0.0
124510.47368421052,0.0,
124721.0,0.0,
124984.15789473684,0.0,
125168.36842105263,0.0,
125221.0,,0.0
125475.90196078431,0.0,
125730.80392156863,0.0,
125946.49019607843,0.0,
126181.7843137255,0.0,
126221.0,,0.0
126412.48936170213,0.0,
126667.8085106383,0.0,
126923.12765957447,0.0,
127178.44680851063,0.0,
127221.0,,0.0
127506.71428571429,0.0,
127768.61904761905,0.0,
128006.71428571429,0.0,
128173.38095238095,0.0,
128221.0,,0.0
128471.0,0.0,
128789.18181818182,0.0,
129016.45454545454,0.0,
129175.54545454546,0.0,
129221.0,,0.0
129440.51219512195,0.0,
129757.58536585367,0.0,
129928.31707317074,0.0,
130172.21951219512,0.0,
130221.0,,0.0
130562.46341463414,0.0,
130806.36585365854,0.0,
131001.48780487805,0.0,
131172.21951219512,0.0,
131221.0,,0.0
131332.11111111112,0.0,
131621.0,0.0,
131976.55555555556,0.0,
132176.55555555556,0.0,
132221.0,,0.0
132477.41025641025,0.0,
132759.46153846153,0.0,
132938.94871794872,0.0,
133169.71794871794,0.0,
133221.0,,0.0
133518.87234042553,0.0,
133774.1914893617,0.0,
133986.95744680852,0.0,
134178.44680851063,0.0,
134221.0,,0.0
134482.90476190476,0.0,
134673.38095238095,0.0,
134887.66666666666,0.0,
135173.38095238095,0.0,
135221.0,,0.0
135625.25531914894,0.0,
135774.1914893617,0.0,
136029.51063829788,0.0,
136178.44680851063,0.0,
136221.0,,0.0
136528.6923076923,0.0,
136759.46153846153,0.0,
136990.23076923078,0.0,
137169.71794871794,0.0,
137221.0,,0.0
137538.07317073172,0.0,
137708.80487804877,0.0,
137928.31707317074,0.0,
138172.21951219512,0.0,
138221.0,,0.0
138398.77777777778,0.0,
138709.88888888888,0.0,
138954.33333333334,0.0,
139176.55555555556,0.0,
139221.0,,0.0
139532.11111111112,0.0,
139821.0,0.0,
139976.55555555556,0.0,
140176.55555555556,0.0,
140221.0,,0.0
140554.33333333334,0.0,
140768.61904761905,0.0,
141006.7142857143,0.0,
141173.38095238095,0.0,
141221.0,,0.0
141568.8260869565,0.0,
141807.95652173914,0.0,
142003.60869565216,0.0,
142177.52173913043,0.0,
142221.0,,0.0
142554.33333333334,0.0,
142766.45454545456,0.0,
142978.57575757575,0.0,
143160.39393939395,0.0,
143221.0,,0.0
143563.1052631579,0.0,
143773.63157894736,0.0,
144010.47368421053,0.0,
144168.36842105264,0.0,
144221.0,,0.0
144547.08695652173,0.0,
144742.73913043478,0.0,
144938.39130434784,0.0,
145177.52173913043,0.0,
145221.0,,0.0
145510.47368421053,0.0,
145668.36842105264,0.0,
145905.2105263158,0.0,
146168.36842105264,0.0,
146221.0,,0.0
146561.9090909091,0.0,
146766.45454545456,0.0,
146993.72727272726,0.0,
147175.54545454544,0.0,
147221.0,,0.0
147530.52380952382,0.0,
147721.0,0.0,
147935.2857142857,0.0,
148173.38095238095,0.0,
148221.0,,0.0
148566.45454545456,0.0,
148821.0,0.0,
149002.81818181818,0.0,
149184.63636363635,0.0,
149221.0,,0.0
149485.15094339623,0.0,
149749.30188679244,0.0,
149956.84905660377,0.0,
150183.2641509434,0.0,
150221.0,,0.0
150554.33333333334,0.0,
150709.88888888888,0.0,
150909.88888888888,0.0,
151176.55555555556,0.0,
151221.0,,0.0
151445.48979591837,0.0,
151731.20408163266,0.0,
151976.10204081633,0.0,
152180.18367346938,0.0,
152221.0,,0.0
152487.66666666666,0.0,
152754.33333333334,0.0,
152954.33333333334,0.0,
153176.55555555556,0.0,
153221.0,,0.0
153596.0,0.0,
153762.66666666666,0.0,
154012.66666666666,0.0,
154179.33333333334,0.0,
154221.0,,0.0
154476.31914893616,0.0,
154731.63829787233,0.0,
154923.12765957447,0.0,
155178.44680851063,0.0,
155221.0,,0.0
155456.29411764705,0.0,
155711.19607843139,0.0,
155926.88235294117,0.0,
156181.78431372548,0.0,
156221.0,,0.0
156506.7142857143,0.0,
156772.02040816325,0.0,
156955.693877551,0.0,
157180.18367346938,0.0,
157221.0,,0.0
157460.13043478262,0.0,
157721.0,0.0,
157938.39130434784,0.0,
158177.52173913043,0.0,
158221.0,,0.0
158532.11111111112,0.0,
158798.77777777778,0.0,
158998.77777777778,0.0,
159176.55555555556,0.0,
159221.0,,0.0
159487.66666666666,0.0,
159732.11111111112,0.0,
159976.55555555556,0.0,
160176.55555555556,0.0,
160221.0,,0.0
160536.7894736842,0.0,
160773.63157894736,0.0,
160984.15789473685,0.0,
161168.36842105264,0.0,
161221.0,,0.0
161596.0,0.0,
161796.0,0.0,
161921.0,0.0,
162171.0,0.0,
162221.0,,0.0
162435.2857142857,0.0,
162721.0,0.0,
162982.90476190476,0.0,
163173.38095238095,0.0,
163221.0,,0.0
163567.9387755102,0.0,
163751.61224489796,0.0,
163935.2857142857,0.0,
164180.18367346938,0.0,
164221.0,,0.0
164453.55813953487,0.0,
164709.37209302327,0.0,
164965.18604651163,0.0,
165174.48837209304,0.0,
165221.0,,0.0
165509.88888888888,0.0,
165732.11111111112,0.0,
165976.55555555556,0.0,
166176.55555555556,0.0,
166221.0,,0.0
166425.54545454544,0.0,
166652.81818181818,0.0,
166880.0909090909,0.0,
167175.54545454544,0.0,
167221.0,,0.0
167476.31914893616,0.0,
167752.914893617,0.0,
167965.68085106384,0.0,
168178.44680851063,0.0,
168221.0,,0.0
168518.2972972973,0.0,
168761.54054054053,0.0,
168977.75675675675,0.0,
169166.94594594595,0.0,
169221.0,,0.0
169677.52173913043,0.0,
169807.95652173914,0.0,
170003.60869565216,0.0,
170177.52173913043,0.0,
170221.0,,0.0
170536.7894736842,0.0,
170799.94736842104,0.0,
171036.7894736842,0.0,
171168.36842105264,0.0,
171221.0,,0.0
171503.60869565216,0.0,
171677.52173913043,0.0,
171938.39130434784,0.0,
172177.52173913043,0.0,
172221.0,,0.0
172481.86956521738,0.0,
172721.0,0.0,
172960.13043478262,0.0,
173177.52173913043,0.0,
173221.0,,0.0
173426.88235294117,0.0,
173691.58823529413,0.0,
173897.4705882353,0.0,
174162.17647058822,0.0,
174221.0,,0.0
174501.0,0.0,
174741.0,0.0,
174921.0,0.0,
175181.0,0.0,
175221.0,,0.0
175561.9090909091,0.0,
175743.72727272726,0.0,
175925.54545454544,0.0,
176175.54545454544,0.0,
176221.0,,0.0
176404.67346938775,0.0,
176567.9387755102,0.0,
176833.24489795917,0.0,
177180.18367346938,0.0,
177221.0,,0.0
177487.66666666666,0.0,
177732.11111111112,0.0,
177932.11111111112,0.0,
178176.55555555556,0.0,
178221.0,,0.0
178476.81395348837,0.0,
178686.11627906977,0.0,
178895.41860465117,0.0,
179174.48837209304,0.0,
179221.0,,0.0
179491.27027027027,0.0,
179734.51351351352,0.0,
179896.67567567568,0.0,
180166.94594594595,0.0,
180221.0,,0.0
180411.47619047618,0.0,
180625.7619047619,0.0,
180863.85714285713,0.0,
181173.38095238095,0.0,
181221.0,,0.0
181476.81395348837,0.0,
181732.62790697673,0.0,
181965.18604651163,0.0,
182174.48837209304,0.0,
182221.0,,0.0
182446.0,0.0,
182671.0,0.0,
182921.0,0.0,
183171.0,0.0,
183221.0,,0.0
183546.58139534883,0.0,
183732.62790697673,0.0,
183965.18604651163,0.0,
184174.48837209304,0.0,
184221.0,,0.0
184521.0,0.0,
184701.0,0.0,
184981.0,0.0,
185181.0,0.0,
185221.0,,0.0
185528.6923076923,0.0,
185682.53846153847,0.0,
185887.66666666666,0.0,
186169.71794871794,0.0,
186221.0,,0.0
186554.33333333334,0.0,
186733.8205128205,0.0,
186938.94871794872,0.0,
187169.71794871794,0.0,
187221.0,,0.0
187513.68292682926,0.0,
187708.80487804877,0.0,
187928.31707317074,0.0,
188172.21951219512,0.0,
188221.0,,0.0
188376.55555555556,0.0,
188554.33333333334,0.0,
188954.33333333334,0.0,
189176.55555555556,0.0,
189221.0,,0.0
189503.05128205128,0.0,
189656.89743589744,0.0,
189913.3076923077,0.0,
190169.71794871794,0.0,
190221.0,,0.0
190482.90476190476,0.0,
190649.57142857142,0.0,
190935.2857142857,0.0,
191173.38095238095,0.0,
191221.0,,0.0
191450.16666666666,0.0,
191741.83333333334,0.0,
191971.0,0.0,
192179.33333333334,0.0,
192221.0,,0.0
192510.47368421053,0.0,
192721.0,0.0,
192931.52631578947,0.0,
193168.36842105264,0.0,
193221.0,,0.0
193554.33333333334,0.0,
193758.03703703705,0.0,
193998.77777777778,0.0,
194183.96296296295,0.0,
194221.0,,0.0
194466.61403508772,0.0,
194694.68421052632,0.0,
194887.66666666666,0.0,
195185.91228070174,0.0,
195221.0,,0.0
195518.87234042553,0.0,
195774.1914893617,0.0,
196008.2340425532,0.0,
196178.44680851063,0.0,
196221.0,,0.0
196515.11764705883,0.0,
196730.80392156861,0.0,
197005.3137254902,0.0,
197181.78431372548,0.0,
197221.0,,0.0
197410.1891891892,0.0,
197680.45945945947,0.0,
197896.67567567568,0.0,
198166.94594594595,0.0,
198221.0,,0.0
198536.7894736842,0.0,
198694.68421052632,0.0,
198957.84210526315,0.0,
199168.36842105264,0.0,
199221.0,,0.0
199523.32558139536,0.0,
199662.86046511628,0.0,
199941.93023255814,0.0,
200174.48837209304,0.0,
200221.0,,0.0
200539.18181818182,0.0,
200766.45454545456,0.0,
200971.0,0.0,
201175.54545454544,0.0,
201221.0,,0.0
201448.27272727274,0.0,
201607.36363636365,0.0,
201880.0909090909,0.0,
202175.54545454544,0.0,
202221.0,,0.0
202532.11111111112,0.0,
202732.11111111112,0.0,
202954.33333333334,0.0,
203176.55555555556,0.0,
203221.0,,0.0
203569.83720930232,0.0,
203709.37209302327,0.0,
203965.18604651163,0.0,
204174.48837209304,0.0,
204221.0,,0.0
204461.0,0.0,
204721.0,0.0,
204981.0,0.0,
205181.0,0.0,
205221.0,,0.0
205443.22222222222,0.0,
205754.33333333334,0.0,
205954.33333333334,0.0,
206176.55555555556,0.0,
206221.0,,0.0
206481.86956521738,0.0,
206764.47826086957,0.0,
206916.65217391305,0.0,
207177.52173913043,0.0,
207221.0,,0.0
207554.33333333334,0.0,
207754.33333333334,0.0,
207954.33333333334,0.0,
208176.55555555556,0.0,
208221.0,,0.0
208410.1891891892,0.0,
208707.48648648648,0.0,
208869.64864864864,0.0,
209166.94594594595,0.0,
209221.0,,0.0
209448.27272727274,0.0,
209652.81818181818,0.0,
209880.0909090909,0.0,
210175.54545454544,0.0,
210221.0,,0.0
210582.70212765958,0.0,
210731.63829787233,0.0,
210986.95744680852,0.0,
211178.44680851063,0.0,
211221.0,,0.0
211471.0,0.0,
211700.16666666666,0.0,
211887.66666666666,0.0,
212179.33333333334,0.0,
212221.0,,0.0
212443.22222222222,0.0,
212665.44444444444,0.0,
212887.66666666666,0.0,
213165.44444444444,0.0,
213221.0,,0.0
213426.12820512822,0.0,
213682.53846153847,0.0,
213964.58974358975,0.0,
214169.71794871794,0.0,
214221.0,,0.0
214421.0,0.0,
214735.2857142857,0.0,
214992.42857142858,0.0,
215163.85714285713,0.0,
215221.0,,0.0
215498.77777777778,0.0,
215748.77777777778,0.0,
215998.77777777778,0.0,
216165.44444444444,0.0,
216221.0,,0.0
216457.84210526315,0.0,
216615.73684210525,0.0,
216957.84210526315,0.0,
217168.36842105264,0.0,
217221.0,,0.0
217539.18181818182,0.0,
217721.0,0.0,
217971.0,0.0,
218175.54545454544,0.0,
218221.0,,0.0
218466.61403508772,0.0,
218747.31578947368,0.0,
218940.29824561405,0.0,
219185.91228070174,0.0,
219221.0,,0.0
219493.72727272726,0.0,
219698.27272727274,0.0,
219834.63636363635,0.0,
220175.54545454544,0.0,
220221.0,,0.0
220464.9024390244,0.0,
220660.0243902439,0.0,
220879.53658536586,0.0,
221172.21951219512,0.0,
221221.0,,0.0
221584.63636363635,0.0,
221811.9090909091,0.0,
