step,beta,cost
52454.545454545456,0.0,
52727.27272727273,0.0,
52954.545454545456,0.0,
53000.0,,0.0
53326.5306122449,0.0,
53510.204081632655,0.0,
53734.69387755102,0.0,
53959.183673469386,0.0,
54000.0,,0.0
54320.0,0.0,
54540.0,0.0,
54740.0,0.0,
54960.0,0.0,
55000.0,,0.0
55326.086956521736,0.0,
55586.95652173913,0.0,
55782.608695652176,0.0,
55956.52173913043,0.0,
56000.0,,0.0
56326.5306122449,0.0,
56510.204081632655,0.0,
56693.87755102041,0.0,
56959.183673469386,0.0,
57000.0,,0.0
57236.84210526316,0.0,
57447.36842105263,0.0,
57684.21052631579,0.0,
57947.36842105263,0.0,
58000.0,,0.0
58275.0,0.0,
58450.0,0.0,
58725.0,0.0,
58950.0,0.0,
59000.0,,0.0
59368.42105263158,0.0,
59526.31578947369,0.0,
59763.15789473684,0.0,
59947.36842105263,0.0,
60000.0,,0.0
60267.857142857145,0.0,
60464.28571428572,0.0,
60714.28571428572,0.0,
60964.28571428572,0.0,
61000.0,,0.0
61340.90909090909,0.0,
61545.454545454544,0.0,
61795.454545454544,0.0,
61954.545454545456,0.0,
62000.0,,0.0
62363.63636363636,0.0,
62568.181818181816,0.0,
62772.72727272727,0.0,
62954.545454545456,0.0,
63000.0,,0.0
63288.88888888889,0.0,
63533.333333333336,0.0,
63755.555555555555,0.0,
63955.555555555555,0.0,
64000.0,,0.0
64312.5,0.0,
64541.666666666664,0.0,
64729.166666666664,0.0,
64958.333333333336,0.0,
65000.0,,0.0
65260.86956521739,0.0,
65478.260869565216,0.0,
65695.65217391304,0.0,
65956.52173913043,0.0,
66000.0,,0.0
66323.5294117647,0.0,
66588.23529411765,0.0,
66735.29411764706,0.0,
66941.17647058824,0.0,
67000.0,,0.0
67210.52631578948,0.0,
67447.36842105263,0.0,
67736.84210526316,0.0,
67947.36842105263,0.0,
68000.0,,0.0
68204.08163265306,0.0,
68428.57142857143,0.0,
68693.87755102041,0.0,
68959.1836734694,0.0,
69000.0,,0.0
69205.1282051282,0.0,
69384.61538461539,0.0,
69692.30769230769,0.0,
69948.71794871795,0.0,
70000.0,,0.0
70276.59574468085,0.0,
70510.63829787234,0.0,
70702.12765957447,0.0,
70957.44680851063,0.0,
71000.0,,0.0
71291.66666666667,0.0,
71500.0,0.0,
71708.33333333333,0.0,
71958.33333333333,0.0,
72000.0,,0.0
72229.16666666667,0.0,
72479.16666666667,0.0,
72770.83333333333,0.0,
72958.33333333333,0.0,
73000.0,,6.0
73280.0,0.0,
73400.0,0.0,
73600.0,0.0,
73960.0,0.0,
74000.0,,1.0
74285.71428571429,0.0,
74547.61904761905,0.0,
74738.09523809524,0.0,
74952.38095238095,0.0,
75000.0,,2.0
75317.0731707317,0.0,
75512.19512195123,0.0,
75780.48780487805,0.0,
75951.21951219512,0.0,
76000.0,,2.0
76204.54545454546,0.0,
76477.27272727272,0.0,
76636.36363636363,0.0,
76954.54545454546,0.0,
77000.0,,0.0
77367.3469387755,0.0,
77571.42857142857,0.0,
77775.51020408163,0.0,
77959.1836734694,0.0,
78000.0,,5.0
78295.45454545454,0.0,
78522.72727272728,0.0,
78636.36363636363,0.0,
78954.54545454546,0.0,
79000.0,,4.0
79333.33333333333,0.0,
79541.66666666667,0.0,
79750.0,0.0,
79958.33333333333,0.0,
80000.0,,17.0
80255.31914893616,0.0,
80446.8085106383,0.0,
80744.68085106384,0.0,
80957.44680851063,0.0,
81000.0,,7.0
81400.0,0.0,
81488.88888888889,0.0,
81777.77777777778,0.0,
81955.55555555556,0.0,
82000.0,,9.0
82277.77777777778,0.0,
82555.55555555556,0.0,
82777.77777777778,0.0,
82944.44444444444,0.0,
83000.0,,0.0
83204.08163265306,0.0,
83530.61224489796,0.0,
83714.28571428571,0.0,
83959.1836734694,0.0,
84000.0,,11.0
84304.34782608696,0.0,
84543.47826086957,0.0,
84739.13043478261,0.0,
84956.52173913043,0.0,
85000.0,,23.0
85375.0,0.0,
85541.66666666667,0.0,
85750.0,0.0,
85958.33333333333,0.0,
86000.0,,22.0
86255.31914893616,0.0,
86489.36170212766,0.0,
86659.5744680851,0.0,
86957.44680851063,0.0,
87000.0,,12.0
87244.44444444444,0.0,
87466.66666666667,0.0,
87711.11111111111,0.0,
87955.55555555556,0.0,
88000.0,,18.0
88232.55813953489,0.0,
88511.62790697675,0.0,
88744.18604651163,0.0,
88953.48837209302,0.0,
89000.0,,25.0
89219.51219512195,0.00011999999696854502,
89463.41463414633,0.00023999999393709004,
89682.9268292683,0.0003600000054575503,
89951.21951219512,0.0004799999878741801,
90000.0,,37.0
90307.69230769231,0.0004900000058114529,
90519.23076923077,0.0005000000237487257,
90730.76923076923,0.0005100000416859984,
90961.53846153847,0.0005200000596232712,
91000.0,,26.0
91250.0,0.0005500000552274287,
91500.0,0.0005800000508315861,
91825.0,0.0006100000464357436,
91950.0,0.000640000042039901,
92000.0,,28.0
92304.34782608696,0.0005200000596232712,
92608.69565217392,0.00040000007720664144,
92739.13043478261,0.00028000009479001164,
92956.52173913043,0.00016000009782146662,
93000.0,,13.0
93304.34782608696,0.0003200001083314419,
93543.47826086957,0.0004800001042895019,
93739.13043478261,0.0006400001002475619,
93956.52173913043,0.000800000096205622,
94000.0,,41.0
94200.0,0.0009100001188926399,
94466.66666666667,0.0010200000833719969,
94711.11111111111,0.0011300001060590148,
94955.55555555556,0.0012400001287460327,
95000.0,,36.0
95227.27272727272,0.001600000075995922,
95477.27272727272,0.0019600000232458115,
95727.27272727272,0.002319999970495701,
95954.54545454546,0.00267999991774559,
96000.0,,61.0
96205.1282051282,0.0027899998240172863,
96461.53846153847,0.0028999997302889824,
96717.94871794872,0.0030099996365606785,
96948.71794871795,0.0031199995428323746,
97000.0,,36.0
97257.14285714286,0.0030799994710832834,
97571.42857142857,0.0030399993993341923,
97685.71428571429,0.002999999327585101,
97942.85714285714,0.00295999925583601,
98000.0,,21.0
98250.0,0.0028699992690235376,
98431.81818181818,0.0027799992822110653,
98727.27272727272,0.002689999295398593,
98954.54545454546,0.0025999993085861206,
99000.0,,16.0
99266.66666666667,0.0024399992544203997,
99488.88888888889,0.0022799992002546787,
99711.11111111111,0.002119999146088958,
99955.55555555556,0.001959999091923237,
100000.0,,9.0
100279.06976744186,0.001799999037757516,
100441.86046511628,0.001639998983591795,
100674.41860465116,0.001479998929426074,
100953.48837209302,0.001319998875260353,
101000.0,,9.0
101380.95238095238,0.0012799989199265838,
101571.42857142857,0.0012399989645928144,
101761.90476190476,0.0011999990092590451,
101952.38095238095,0.0011599990539252758,
102000.0,,21.0
102254.90196078431,0.0013499991036951542,
102450.98039215687,0.0015399991534650326,
102745.09803921569,0.001729999203234911,
102960.7843137255,0.0019199992530047894,
103000.0,,44.0
103207.54716981133,0.0017499992391094565,
103490.56603773584,0.0015799992252141237,
103754.71698113208,0.001409999211318791,
103962.2641509434,0.001239999197423458,
104000.0,,8.0
104225.0,0.0010499991476535797,
104425.0,0.0008599991560913622,
104750.0,0.0006699991645291448,
104950.0,0.0004799991729669273,
105000.0,,6.0
105238.09523809524,0.00031999917700886726,
105380.95238095238,0.00015999918105080724,
105642.85714285714,0.0,
105952.38095238095,0.0,
106000.0,,9.0
106270.83333333333,0.0,
106479.16666666667,0.0,
106770.83333333333,0.0,
106958.33333333333,0.0,
107000.0,,17.0
107346.15384615384,0.0,
107557.69230769231,0.0,
107807.69230769231,0.0,
107961.53846153847,0.0,
108000.0,,20.0
108225.0,0.0,
108400.0,0.0,
108700.0,0.0,
108950.0,0.0,
109000.0,,20.0
109333.33333333333,0.00016999999934341758,
109533.33333333333,0.00033999999868683517,
109777.77777777778,0.0005099999834783375,
109955.55555555556,0.0006799999973736703,
110000.0,,42.0
110333.33333333333,0.0009699999936856329,
110487.17948717948,0.0012600000482052565,
110717.94871794872,0.001550000044517219,
110948.71794871795,0.0018400000408291817,
111000.0,,54.0
111369.56521739131,0.0017400000942870975,
111521.73913043478,0.0016400001477450132,
111782.60869565218,0.001540000201202929,
111956.52173913043,0.0014400002546608448,
112000.0,,15.0
112311.11111111111,0.0017200002912431955,
112533.33333333333,0.0020000003278255463,
112733.33333333333,0.002280000364407897,
112955.55555555556,0.0025600004009902477,
113000.0,,53.0
113256.41025641025,0.0029000004287809134,
113487.17948717948,0.003240000456571579,
113717.94871794872,0.0035800004843622446,
113948.71794871795,0.00392000051215291,
114000.0,,59.0
114227.27272727272,0.004330000374466181,
114454.54545454546,0.004740000236779451,
114704.54545454546,0.005150000099092722,
114954.54545454546,0.0055599999614059925,
115000.0,,66.0
115214.28571428571,0.005849999841302633,
115500.0,0.006139999721199274,
115714.28571428571,0.006429999601095915,
115952.38095238095,0.006719999480992556,
116000.0,,54.0
116250.0,0.007189999334514141,
116388.88888888889,0.0076599991880357265,
116694.44444444444,0.008129999041557312,
116944.44444444444,0.008599999360740185,
117000.0,,72.0
117339.62264150943,0.008769999258220196,
117622.64150943396,0.008939999155700207,
117792.45283018867,0.009109999053180218,
117962.2641509434,0.009279998950660229,
118000.0,,42.0
118239.13043478261,0.009709998965263367,
118456.52173913043,0.010139998979866505,
118673.91304347826,0.010569998994469643,
118956.52173913043,0.01099999900907278,
119000.0,,68.0
119222.22222222222,0.011449999175965786,
119511.11111111111,0.011899999342858791,
119822.22222222222,0.012349999509751797,
119955.55555555556,0.012799999676644802,
120000.0,,70.0
120266.66666666667,0.013629999943077564,
120555.55555555556,0.014460000209510326,
120755.55555555556,0.015290000475943089,
120955.55555555556,0.016119999811053276,
121000.0,,108.0
121205.1282051282,0.01638999953866005,
121358.97435897436,0.016659999266266823,
121564.10256410256,0.016929998993873596,
121948.71794871795,0.01719999872148037,
122000.0,,52.0
122274.50980392157,0.017639998346567154,
122470.58823529411,0.01807999797165394,
122686.27450980392,0.018519997596740723,
122960.7843137255,0.018959997221827507,
123000.0,,69.0
123309.52380952382,0.01955999806523323,
123571.42857142857,0.020159998908638954,
123809.52380952382,0.020759999752044678,
123952.38095238095,0.0213600005954504,
124000.0,,85.0
124275.0,0.022510001435875893,
124550.0,0.023660002276301384,
124825.0,0.024810003116726875,
124950.0,0.025960003957152367,
125000.0,,140.0
125326.5306122449,0.026900004595518112,
125469.38775510204,0.027840005233883858,
125673.4693877551,0.028780005872249603,
125959.1836734694,0.02972000651061535,
126000.0,,119.0
126302.32558139534,0.03079000674188137,
126604.6511627907,0.03186000511050224,
126744.18604651163,0.032930005341768265,
126953.48837209302,0.034000005573034286,
127000.0,,132.0
127200.0,0.0346200056374073,
127450.0,0.03524000570178032,
127700.0,0.035860005766153336,
127950.0,0.03648000583052635,
128000.0,,87.0
128261.90476190476,0.03758000582456589,
128547.61904761905,0.03868000581860542,
128690.47619047618,0.03978000581264496,
128952.38095238095,0.040880005806684494,
129000.0,,135.0
129200.0,0.041620004922151566,
129425.0,0.04236000403761864,
129725.0,0.04310000315308571,
129950.0,0.04384000226855278,
130000.0,,99.0
130340.4255319149,0.044520001858472824,
130531.91489361702,0.04520000144839287,
130808.51063829787,0.04588000103831291,
130957.44680851063,0.046560000628232956,
131000.0,,93.0
131310.3448275862,0.0481100007891655,
131534.4827586207,0.04966000095009804,
131844.8275862069,0.05121000111103058,
131965.5172413793,0.05276000127196312,
132000.0,,180.0
132297.87234042553,0.05429000034928322,
132553.1914893617,0.05581999942660332,
132808.51063829788,0.057349998503923416,
132957.44680851063,0.058879997581243515,
133000.0,,178.0
133277.77777777778,0.05988999828696251,
133462.96296296295,0.0608999989926815,
133666.66666666666,0.0619099996984005,
133962.96296296295,0.0629199966788292,
134000.0,,126.0
134222.22222222222,0.06457999348640442,
134472.22222222222,0.06623999029397964,
134666.66666666666,0.06789998710155487,
134944.44444444444,0.0695599839091301,
135000.0,,191.0
135346.9387755102,0.07131998240947723,
135551.02040816325,0.07307998090982437,
135714.2857142857,0.07483997941017151,
135959.18367346938,0.07659997791051865,
136000.0,,201.0
136200.0,0.0786299780011177,
136444.44444444444,0.08065997809171677,
136688.88888888888,0.08268997818231583,
136955.55555555556,0.08471997827291489,
137000.0,,228.0
137297.87234042553,0.08622997999191284,
137510.63829787233,0.0877399817109108,
137744.68085106384,0.08924998342990875,
137957.44680851063,0.09075998514890671,
138000.0,,176.0
138256.41025641025,0.09186998754739761,
138487.1794871795,0.09297998994588852,
138743.58974358975,0.09408999234437943,
138948.71794871794,0.09519999474287033,
139000.0,,136.0
139309.52380952382,0.09656999260187149,
139500.0,0.09793999046087265,
139714.2857142857,0.09930998831987381,
139952.38095238095,0.10067998617887497,
140000.0,,162.0
140243.9024390244,0.10230998694896698,
140463.41463414635,0.10393998771905899,
140658.53658536586,0.105569988489151,
140951.21951219512,0.10719998925924301,
141000.0,,188.0
141307.6923076923,0.10918998718261719,
141480.76923076922,0.11117998510599136,
141711.53846153847,0.11316998302936554,
141961.53846153847,0.11515998095273972,
142000.0,,224.0
142295.45454545456,0.11685997992753983,
142522.72727272726,0.11855997890233994,
142750.0,0.12025997787714005,
142954.54545454544,0.12195997685194016,
143000.0,,195.0
143268.29268292684,0.12366997450590134,
143463.41463414635,0.12537997961044312,
143707.31707317074,0.1270899772644043,
143951.21951219512,0.12879997491836548,
144000.0,,196.0
144309.52380952382,0.13072997331619263,
144523.80952380953,0.13265997171401978,
144785.7142857143,0.13458997011184692,
144952.38095238095,0.13651996850967407,
145000.0,,218.0
145294.11764705883,0.13814996182918549,
145470.58823529413,0.1397799551486969,
145725.49019607843,0.1414099484682083,
145960.78431372548,0.14303994178771973,
146000.0,,188.0
146282.05128205128,0.14451994001865387,
146538.46153846153,0.145999938249588,
146794.87179487178,0.14747993648052216,
146948.71794871794,0.1489599347114563,
147000.0,,173.0
147272.72727272726,0.15077993273735046,
147545.45454545456,0.15259993076324463,
147690.9090909091,0.1544199287891388,
147963.63636363635,0.15623992681503296,
148000.0,,207.0
148217.39130434784,0.15751992166042328,
148369.5652173913,0.1587999165058136,
148608.69565217392,0.16007991135120392,
148956.52173913043,0.16135990619659424,
149000.0,,153.0
149394.73684210525,0.1634899079799652,
149605.26315789475,0.16561990976333618,
149789.47368421053,0.16774991154670715,
149947.36842105264,0.16987991333007812,
150000.0,,238.0
150319.1489361702,0.17110991477966309,
150574.46808510637,0.17233991622924805,
150723.40425531915,0.173569917678833,
150957.44680851063,0.17479991912841797,
151000.0,,148.0
151171.42857142858,0.17671991884708405,
151457.14285714287,0.17863991856575012,
151742.85714285713,0.1805599182844162,
151942.85714285713,0.18247991800308228,
152000.0,,217.0
152297.87234042553,0.18387991189956665,
152595.74468085106,0.18527990579605103,
152765.95744680852,0.1866798996925354,
152957.44680851063,0.18807989358901978,
153000.0,,165.0
153161.29032258064,0.18985989689826965,
153354.83870967742,0.19163990020751953,
153612.90322580645,0.1934199035167694,
153935.48387096773,0.1951999068260193,
154000.0,,203.0
154204.08163265305,0.1969999074935913,
154408.16326530612,0.19879990816116333,
154693.8775510204,0.20059990882873535,
154959.18367346938,0.20239990949630737,
155000.0,,205.0
155270.83333333334,0.20437991619110107,
155479.16666666666,0.20635992288589478,
155708.33333333334,0.20833992958068848,
155958.33333333334,0.21031993627548218,
156000.0,,223.0
156150.0,0.21045993268489838,
156450.0,0.21059992909431458,
156750.0,0.21073992550373077,
156950.0,0.21087992191314697,
157000.0,,39.0
157195.1219512195,0.2123299241065979,
157439.0243902439,0.21377992630004883,
157658.53658536586,0.21522992849349976,
157951.21951219512,0.21667993068695068,
158000.0,,170.0
158238.09523809524,0.21871992945671082,
158547.61904761905,0.22075992822647095,
158761.90476190476,0.22279992699623108,
158952.38095238095,0.2248399257659912,
159000.0,,229.0
159255.31914893616,0.22580993175506592,
159489.36170212767,0.22677993774414062,
159680.8510638298,0.22774994373321533,
159957.44680851063,0.22871994972229004,
160000.0,,122.0
160220.0,0.23162995278835297,
160520.0,0.2345399558544159,
160740.0,0.23744995892047882,
160960.0,0.24035996198654175,
161000.0,,316.0
161285.7142857143,0.24246996641159058,
161547.61904761905,0.2445799708366394,
161714.2857142857,0.24668997526168823,
161952.38095238095,0.24879997968673706,
162000.0,,236.0
162254.9019607843,0.25101998448371887,
162431.3725490196,0.2532399892807007,
162686.27450980392,0.2554599940776825,
162960.78431372548,0.2576799988746643,
163000.0,,247.0
163166.66666666666,0.2596299946308136,
163388.88888888888,0.2615799903869629,
163611.11111111112,0.2635299861431122,
163944.44444444444,0.2654799818992615,
164000.0,,220.0
164227.27272727274,0.2679399847984314,
164431.81818181818,0.2703999876976013,
164704.54545454544,0.27285999059677124,
164954.54545454544,0.27531999349594116,
165000.0,,271.0
165291.66666666666,0.27743998169898987,
165437.5,0.2795599699020386,
165729.16666666666,0.2816799581050873,
165958.33333333334,0.283799946308136,
166000.0,,237.0
166318.18181818182,0.2853299379348755,
166590.9090909091,0.286859929561615,
166772.72727272726,0.2883899211883545,
166954.54545454544,0.289919912815094,
167000.0,,178.0
167301.88679245283,0.2924499213695526,
167452.83018867925,0.29497992992401123,
167679.24528301886,0.29750993847846985,
167962.2641509434,0.30003994703292847,
168000.0,,278.0
168440.0,0.3013399541378021,
168580.0,0.3026399612426758,
168760.0,0.30393996834754944,
168960.0,0.3052399754524231,
169000.0,,155.0
169232.55813953487,0.3066699802875519,
169534.88372093023,0.30809998512268066,
169720.93023255814,0.30952998995780945,
169953.48837209304,0.31095999479293823,
170000.0,,168.0
170341.46341463414,0.3122600018978119,
170560.9756097561,0.31356000900268555,
170731.70731707316,0.3148600161075592,
170951.21951219512,0.31616002321243286,
171000.0,,155.0
171250.0,0.3175700306892395,
171472.22222222222,0.31898003816604614,
171750.0,0.3203900456428528,
171944.44444444444,0.3218000531196594,
172000.0,,166.0
172275.0,0.32367005944252014,
172525.0,0.32554006576538086,
172750.0,0.3274100720882416,
172950.0,0.3292800784111023,
173000.0,,212.0
173294.11764705883,0.3301200866699219,
173470.58823529413,0.33096009492874146,
173666.66666666666,0.33180010318756104,
173960.78431372548,0.3326401114463806,
174000.0,,109.0
174282.60869565216,0.3351501226425171,
174565.21739130435,0.33766013383865356,
174717.39130434784,0.34017014503479004,
174956.52173913043,0.3426801562309265,
175000.0,,276.0
175318.18181818182,0.3447001576423645,
175477.27272727274,0.3467201590538025,
175727.27272727274,0.3487401604652405,
175954.54545454544,0.35076016187667847,
176000.0,,227.0
176244.89795918367,0.35274016857147217,
176428.57142857142,0.35472017526626587,
176693.8775510204,0.35670018196105957,
176959.18367346938,0.35868018865585327,
177000.0,,223.0
177340.9090909091,0.36039018630981445,
177500.0,0.36210018396377563,
177727.27272727274,0.3638101816177368,
177954.54545454544,0.365520179271698,
178000.0,,196.0
178324.32432432432,0.3670501708984375,
178513.51351351352,0.368580162525177,
178675.67567567568,0.3701101541519165,
178945.94594594595,0.371640145778656,
179000.0,,178.0
179179.4871794872,0.3732101321220398,
179435.89743589744,0.3747801184654236,
179743.58974358975,0.3763501048088074,
179948.71794871794,0.37792009115219116,
180000.0,,182.0
180295.45454545456,0.3792600929737091,
180522.72727272726,0.38060009479522705,
180704.54545454544,0.381940096616745,
180954.54545454544,0.38328009843826294,
181000.0,,159.0
181357.14285714287,0.3845801055431366,
181547.61904761905,0.38588011264801025,
181666.66666666666,0.3871801197528839,
181952.38095238095,0.38848012685775757,
182000.0,,155.0
182384.61538461538,0.390420138835907,
182519.23076923078,0.3923601508140564,
182692.3076923077,0.3943001627922058,
182961.53846153847,0.3962401747703552,
183000.0,,219.0
183254.9019607843,0.39741018414497375,
183450.98039215687,0.3985801935195923,
183686.27450980392,0.3997502028942108,
183960.78431372548,0.40092021226882935,
184000.0,,142.0
184264.70588235295,0.4026702046394348,
184441.17647058822,0.4044201970100403,
184588.23529411765,0.40617018938064575,
184941.17647058822,0.4079201817512512,
185000.0,,200.0
185238.09523809524,0.40957018733024597,
185404.7619047619,0.4112201929092407,
185714.2857142857,0.4128701984882355,
185952.38095238095,0.4145202040672302,
186000.0,,190.0
186304.34782608695,0.41618019342422485,
186500.0,0.4178401827812195,
186695.65217391305,0.4195001721382141,
186956.52173913043,0.42116016149520874,
187000.0,,191.0
187302.32558139536,0.42276015877723694,
187558.13953488372,0.42436015605926514,
187790.6976744186,0.42596015334129333,
187953.48837209304,0.42756015062332153,
188000.0,,185.0
188333.33333333334,0.42895016074180603,
188562.5,0.4303401708602905,
188750.0,0.431730180978775,
188958.33333333334,0.4331201910972595,
189000.0,,164.0
189363.63636363635,0.43429020047187805,
189618.18181818182,0.4354602098464966,
189763.63636363635,0.4366302192211151,
189963.63636363635,0.43780022859573364,
190000.0,,142.0
190358.97435897434,0.4389902353286743,
190512.8205128205,0.440180242061615,
190743.58974358975,0.44137024879455566,
190948.71794871794,0.44256025552749634,
191000.0,,144.0
191250.0,0.4441702663898468,
191538.46153846153,0.44578027725219727,
191788.46153846153,0.44739028811454773,
191961.53846153847,0.4490002989768982,
192000.0,,186.0
192291.66666666666,0.4501102864742279,
192562.5,0.4512202739715576,
192770.83333333334,0.45233026146888733,
192958.33333333334,0.45344024896621704,
193000.0,,136.0
193204.54545454544,0.45444023609161377,
193386.36363636365,0.4554402232170105,
193613.63636363635,0.4564402103424072,
193954.54545454544,0.45744019746780396,
194000.0,,125.0
194326.92307692306,0.4584302008152008,
194576.92307692306,0.45942020416259766,
194750.0,0.4604102075099945,
194961.53846153847,0.46140021085739136,
195000.0,,124.0
195300.0,0.462700217962265,
195550.0,0.46400022506713867,
195750.0,0.46530023217201233,
195950.0,0.466600239276886,
