env,cost_limit,source,target_steps,score_mean,score_std,score_count,cost_mean,cost_std,cost_count,laglr
Safety2x3HalfCheetahVelocity-v0,25.0,MACPO Run (1M),1000000,207.2,26.3,2,0.0,0.0,2,
Safety2x3HalfCheetahVelocity-v0,25.0,MAPPO-Lag Run (1M),1000000,791.3,65.6,3,0.2,0.3,3,
Safety2x4AntVelocity-v0,25.0,MACPO Run (1M),1000000,267.7,69.6,3,0.2,0.1,3,
Safety2x4AntVelocity-v0,25.0,MAPPO-Lag Run (1M),1000000,439.2,45.7,3,0.1,0.2,3,
Safety4x2AntVelocity-v0,25.0,MACPO Run (1M),1000000,374.1,95.8,3,0.3,0.2,3,
Safety4x2AntVelocity-v0,25.0,MAPPO-Lag Run (1M),1000000,562.5,52.1,3,0.3,0.3,3,
