step,cost
10000.0,0.0
20000.0,0.0
30000.0,0.0
40000.0,0.0
50000.0,0.0
60000.0,0.0
70000.0,0.0
80000.0,0.0
90000.0,0.0
100000.0,0.0
110000.0,0.0
120000.0,0.0
130000.0,0.0
140000.0,0.0
150000.0,0.0
160000.0,0.0
170000.0,0.0
180000.0,0.0
190000.0,0.0
200000.0,0.0
210000.0,0.0
220000.0,0.0
230000.0,0.0
240000.0,0.0
250000.0,0.0
260000.0,0.0
270000.0,0.0
280000.0,0.0
290000.0,0.0
300000.0,0.0
310000.0,0.0
320000.0,0.0
330000.0,0.0
340000.0,0.0
350000.0,0.0
360000.0,0.0
370000.0,0.0
380000.0,0.0
390000.0,0.0
400000.0,0.0
410000.0,0.0
420000.0,0.0
430000.0,0.0
440000.0,0.0
450000.0,0.0
460000.0,0.0
470000.0,0.0
480000.0,0.0
490000.0,0.0
500000.0,0.0
510000.0,0.0
520000.0,0.0
530000.0,0.0
540000.0,0.0
550000.0,0.0
560000.0,0.0
570000.0,0.0
580000.0,0.0
590000.0,0.0
600000.0,0.0
610000.0,0.0
620000.0,0.0
630000.0,0.0
640000.0,0.0
650000.0,0.0
660000.0,0.0
670000.0,0.0
680000.0,0.0
690000.0,0.0
700000.0,0.0
710000.0,0.0
720000.0,0.0
730000.0,0.0
740000.0,0.0
750000.0,0.0
760000.0,0.0
770000.0,0.0
780000.0,0.0
790000.0,0.0
800000.0,0.0
810000.0,0.0
820000.0,0.0
830000.0,0.0
840000.0,0.0
850000.0,0.0
860000.0,0.0
870000.0,0.0
880000.0,0.0
890000.0,0.0
900000.0,0.0
910000.0,0.0
920000.0,0.0
930000.0,0.0
940000.0,0.0
950000.0,0.0
960000.0,0.0
970000.0,0.0
980000.0,0.0
990000.0,0.0
1000000.0,0.0
1010000.0,0.0
1020000.0,0.0
1030000.0,0.0
1040000.0,0.0
1050000.0,0.0
1060000.0,0.0
1070000.0,0.0
1080000.0,0.0
1090000.0,0.0
1100000.0,0.0
1110000.0,0.0
1120000.0,0.0
1130000.0,0.0
1140000.0,0.0
1150000.0,0.0
1160000.0,0.0
1170000.0,0.0
1180000.0,0.0
1190000.0,0.0
1200000.0,0.0
1210000.0,0.0
1220000.0,0.0
1230000.0,0.0
1240000.0,0.0
1250000.0,0.0
1260000.0,0.0
1270000.0,0.0
1280000.0,0.0
1290000.0,0.0
1300000.0,0.0
1310000.0,0.0
1320000.0,0.0
1330000.0,0.0
1340000.0,0.0
1350000.0,0.0
1360000.0,0.0
1370000.0,0.0
1380000.0,0.0
1390000.0,0.0
1400000.0,0.0
1410000.0,0.0
1420000.0,0.0
1430000.0,0.0
1440000.0,0.0
1450000.0,0.0
1460000.0,0.0
1470000.0,0.0
1480000.0,0.0
1490000.0,0.0
1500000.0,0.0
1510000.0,0.0
1520000.0,0.0
1530000.0,0.0
1540000.0,0.0
1550000.0,0.0
1560000.0,0.0
1570000.0,0.0
1580000.0,0.0
1590000.0,0.0
1600000.0,0.0
1610000.0,0.0
1620000.0,0.0
1630000.0,0.0
1640000.0,0.0
1650000.0,0.0
1660000.0,0.0
1670000.0,0.0
1680000.0,0.0
1690000.0,0.0
1700000.0,0.0
1710000.0,0.0
1720000.0,0.0
1730000.0,0.0
1740000.0,0.0
1750000.0,0.0
1760000.0,0.0
1770000.0,0.0
1780000.0,0.0
1790000.0,0.0
1800000.0,0.0
1810000.0,0.0
1820000.0,0.0
1830000.0,0.0
1840000.0,0.0
1850000.0,0.0
1860000.0,0.0
1870000.0,0.0
1880000.0,0.0
1890000.0,0.0
1900000.0,0.0
1910000.0,0.0
1920000.0,0.0
1930000.0,0.0
1940000.0,0.0
1950000.0,0.0
1960000.0,0.0
1970000.0,0.0
1980000.0,0.0
1990000.0,0.0
2000000.0,0.0
2010000.0,0.1
2020000.0,0.0
2030000.0,0.0
2040000.0,0.0
2050000.0,0.0
2060000.0,0.0
2070000.0,0.0
2080000.0,0.0
2090000.0,0.0
2100000.0,0.0
2110000.0,0.0
2120000.0,0.1
2130000.0,0.0
2140000.0,0.0
2150000.0,0.0
2160000.0,0.0
2170000.0,0.1
2180000.0,0.1
2190000.0,0.0
2200000.0,0.0
2210000.0,0.0
2220000.0,0.0
2230000.0,0.0
2240000.0,0.0
2250000.0,0.0
2260000.0,0.0
2270000.0,0.0
2280000.0,0.0
2290000.0,0.0
2300000.0,0.1
2310000.0,0.0
2320000.0,0.0
2330000.0,0.0
2340000.0,0.1
2350000.0,0.1
2360000.0,0.0
2370000.0,0.1
2380000.0,0.0
2390000.0,0.0
2400000.0,0.1
2410000.0,0.0
2420000.0,0.0
2430000.0,0.0
2440000.0,0.0
2450000.0,0.0
2460000.0,0.0
2470000.0,0.0
2480000.0,0.1
2490000.0,0.0
2500000.0,0.0
2510000.0,0.1
2520000.0,0.0
2530000.0,0.1
2540000.0,0.0
2550000.0,0.1
2560000.0,0.0
2570000.0,0.0
2580000.0,0.1
2590000.0,0.0
2600000.0,0.2
2610000.0,0.0
2620000.0,0.0
2630000.0,0.1
2640000.0,0.1
2650000.0,0.2
2660000.0,0.0
2670000.0,0.0
2680000.0,0.1
2690000.0,0.0
2700000.0,0.0
2710000.0,0.0
2720000.0,0.0
2730000.0,0.1
2740000.0,0.0
2750000.0,0.0
2760000.0,0.2
2770000.0,0.1
2780000.0,0.1
2790000.0,0.0
2800000.0,0.0
2810000.0,0.0
2820000.0,0.1
2830000.0,0.0
2840000.0,0.1
2850000.0,0.1
2860000.0,0.0
2870000.0,0.0
2880000.0,0.0
2890000.0,0.1
2900000.0,0.0
2910000.0,0.0
2920000.0,0.2
2930000.0,0.1
2940000.0,0.1
2950000.0,0.2
2960000.0,0.1
2970000.0,0.0
2980000.0,0.2
2990000.0,0.1
3000000.0,0.3
3010000.0,0.0
3020000.0,0.1
3030000.0,0.1
3040000.0,0.2
3050000.0,0.1
3060000.0,0.0
3070000.0,0.0
3080000.0,0.2
3090000.0,0.2
3100000.0,0.1
3110000.0,0.1
3120000.0,0.1
3130000.0,0.2
3140000.0,0.0
3150000.0,0.3
3160000.0,0.1
3170000.0,0.0
3180000.0,0.1
3190000.0,0.2
3200000.0,0.0
3210000.0,0.2
3220000.0,0.1
3230000.0,0.1
3240000.0,0.1
3250000.0,0.1
3260000.0,0.1
3270000.0,0.1
3280000.0,0.0
3290000.0,0.0
3300000.0,0.4
3310000.0,0.2
3320000.0,0.1
3330000.0,0.0
3340000.0,0.1
3350000.0,0.1
3360000.0,0.1
3370000.0,0.0
3380000.0,0.2
3390000.0,0.2
3400000.0,0.0
3410000.0,0.2
3420000.0,0.3
3430000.0,0.2
3440000.0,0.2
3450000.0,0.8
3460000.0,0.3
3470000.0,0.4
3480000.0,0.4
3490000.0,0.3
3500000.0,0.4
3510000.0,0.2
3520000.0,0.0
3530000.0,0.0
3540000.0,0.1
3550000.0,0.2
3560000.0,0.6
3570000.0,0.1
3580000.0,0.5
3590000.0,0.3
3600000.0,0.4
3610000.0,0.0
3620000.0,0.3
3630000.0,0.3
3640000.0,0.2
3650000.0,0.1
3660000.0,0.1
3670000.0,0.3
3680000.0,0.1
3690000.0,0.1
3700000.0,0.4
3710000.0,0.6
3720000.0,0.2
3730000.0,0.4
3740000.0,0.1
3750000.0,0.2
3760000.0,0.2
3770000.0,0.3
3780000.0,0.5
3790000.0,0.0
3800000.0,0.1
3810000.0,0.2
3820000.0,0.2
3830000.0,0.3
3840000.0,0.3
3850000.0,0.5
3860000.0,0.2
3870000.0,0.3
3880000.0,0.4
3890000.0,0.2
3900000.0,0.2
3910000.0,0.3
3920000.0,0.4
3930000.0,0.4
3940000.0,0.4
3950000.0,0.4
3960000.0,0.3
3970000.0,0.4
3980000.0,0.4
3990000.0,0.6
4000000.0,0.3
4010000.0,0.9
4020000.0,0.3
4030000.0,0.4
4040000.0,0.1
4050000.0,0.5
4060000.0,0.7
4070000.0,0.7
4080000.0,0.4
4090000.0,0.4
4100000.0,0.6
4110000.0,0.6
4120000.0,0.7
4130000.0,0.7
4140000.0,0.2
4150000.0,0.2
4160000.0,0.5
4170000.0,0.4
4180000.0,0.3
4190000.0,0.9
4200000.0,0.8
4210000.0,0.3
4220000.0,0.4
4230000.0,0.3
4240000.0,0.9
4250000.0,0.6
4260000.0,0.3
4270000.0,0.4
4280000.0,0.2
4290000.0,0.4
4300000.0,0.7
4310000.0,0.5
4320000.0,0.4
4330000.0,0.6
4340000.0,0.8
4350000.0,0.6
4360000.0,1.3
4370000.0,0.8
4380000.0,0.8
4390000.0,0.7
4400000.0,0.2
4410000.0,1.6
4420000.0,0.5
4430000.0,0.6
4440000.0,0.8
4450000.0,0.3
4460000.0,0.7
4470000.0,0.8
4480000.0,0.5
4490000.0,0.2
4500000.0,0.5
4510000.0,1.2
4520000.0,0.7
4530000.0,0.7
4540000.0,0.6
4550000.0,1.6
4560000.0,1.0
4570000.0,2.6
4580000.0,1.3
4590000.0,1.5
4600000.0,1.0
4610000.0,1.0
4620000.0,0.6
4630000.0,0.5
4640000.0,1.7
4650000.0,1.6
4660000.0,0.9
4670000.0,1.2
4680000.0,1.8
4690000.0,1.4
4700000.0,2.2
4710000.0,1.8
4720000.0,0.6
4730000.0,1.2
4740000.0,1.5
4750000.0,1.1
4760000.0,1.1
4770000.0,2.3
4780000.0,1.2
4790000.0,1.4
4800000.0,0.8
4810000.0,1.5
4820000.0,2.7
4830000.0,2.0
4840000.0,2.0
4850000.0,1.2
4860000.0,1.6
4870000.0,1.7
4880000.0,0.7
4890000.0,0.9
4900000.0,2.2
4910000.0,1.2
4920000.0,1.5
4930000.0,1.9
4940000.0,1.3
4950000.0,1.1
4960000.0,1.4
4970000.0,1.0
4980000.0,1.1
4990000.0,1.5
5000000.0,3.0
5010000.0,1.2
5020000.0,0.8
5030000.0,0.9
5040000.0,1.6
5050000.0,1.3
5060000.0,1.0
5070000.0,2.5
5080000.0,2.0
5090000.0,1.0
5100000.0,1.8
5110000.0,1.5
5120000.0,2.6
5130000.0,1.5
5140000.0,2.0
5150000.0,1.9
5160000.0,0.5
5170000.0,1.7
5180000.0,1.6
5190000.0,1.9
5200000.0,1.1
5210000.0,1.6
5220000.0,1.9
5230000.0,1.9
5240000.0,2.3
5250000.0,1.6
5260000.0,2.0
5270000.0,1.2
5280000.0,2.8
5290000.0,2.6
5300000.0,1.4
5310000.0,0.9
5320000.0,2.8
5330000.0,2.2
5340000.0,1.7
5350000.0,2.4
5360000.0,2.4
5370000.0,3.1
5380000.0,2.3
5390000.0,2.7
5400000.0,2.5
5410000.0,2.3
5420000.0,2.9
5430000.0,2.1
5440000.0,1.9
5450000.0,2.8
5460000.0,2.1
5470000.0,2.6
5480000.0,1.5
5490000.0,2.8
5500000.0,1.8
5510000.0,2.2
5520000.0,1.8
5530000.0,2.8
5540000.0,2.9
5550000.0,3.9
5560000.0,1.5
5570000.0,3.3
5580000.0,2.9
5590000.0,2.2
5600000.0,2.2
5610000.0,2.7
5620000.0,2.4
5630000.0,4.1
5640000.0,2.3
5650000.0,1.8
5660000.0,2.5
5670000.0,3.5
5680000.0,3.5
5690000.0,4.2
5700000.0,3.6
5710000.0,3.1
5720000.0,3.3
5730000.0,4.2
5740000.0,5.0
5750000.0,1.5
5760000.0,5.3
5770000.0,5.1
5780000.0,2.8
5790000.0,5.2
5800000.0,5.6
5810000.0,5.9
5820000.0,4.0
5830000.0,3.8
5840000.0,5.2
5850000.0,2.7
5860000.0,5.3
5870000.0,2.9
5880000.0,4.1
5890000.0,3.9
5900000.0,5.1
5910000.0,6.5
5920000.0,4.8
5930000.0,5.2
5940000.0,1.7
5950000.0,2.7
5960000.0,5.6
5970000.0,2.8
5980000.0,3.9
5990000.0,4.5
6000000.0,5.3
6010000.0,2.7
6020000.0,5.4
6030000.0,3.1
6040000.0,8.5
6050000.0,4.8
6060000.0,3.0
6070000.0,6.4
6080000.0,6.0
6090000.0,6.0
6100000.0,3.5
6110000.0,7.0
6120000.0,6.1
6130000.0,7.4
6140000.0,5.0
6150000.0,6.3
6160000.0,6.1
6170000.0,6.3
6180000.0,5.8
6190000.0,4.7
6200000.0,5.5
6210000.0,5.9
6220000.0,4.3
6230000.0,5.6
6240000.0,6.8
6250000.0,5.0
6260000.0,4.7
6270000.0,5.3
6280000.0,5.4
6290000.0,4.0
6300000.0,5.7
6310000.0,7.4
6320000.0,4.1
6330000.0,6.6
6340000.0,5.2
6350000.0,5.5
6360000.0,6.5
6370000.0,4.5
6380000.0,6.4
6390000.0,6.1
6400000.0,6.7
6410000.0,5.9
6420000.0,6.2
6430000.0,8.9
6440000.0,5.7
6450000.0,4.8
6460000.0,4.2
6470000.0,6.9
6480000.0,7.8
6490000.0,6.7
6500000.0,8.7
6510000.0,8.4
6520000.0,6.0
6530000.0,6.3
6540000.0,9.7
6550000.0,6.6
6560000.0,6.8
6570000.0,9.2
6580000.0,9.3
6590000.0,6.4
6600000.0,6.7
6610000.0,9.1
6620000.0,8.9
6630000.0,7.4
6640000.0,8.6
6650000.0,7.5
6660000.0,8.9
6670000.0,9.2
6680000.0,9.8
6690000.0,6.2
6700000.0,8.1
6710000.0,11.4
6720000.0,8.1
6730000.0,6.6
6740000.0,8.2
6750000.0,11.0
6760000.0,9.8
6770000.0,7.7
6780000.0,10.7
6790000.0,9.4
6800000.0,9.7
6810000.0,12.6
6820000.0,9.8
6830000.0,9.9
6840000.0,10.4
6850000.0,7.0
6860000.0,11.0
6870000.0,8.4
6880000.0,9.7
6890000.0,7.3
6900000.0,11.8
6910000.0,14.8
6920000.0,13.5
6930000.0,12.3
6940000.0,12.3
6950000.0,11.4
6960000.0,12.0
6970000.0,14.3
6980000.0,8.6
6990000.0,10.6
7000000.0,8.7
7010000.0,13.9
7020000.0,10.3
7030000.0,10.3
7040000.0,9.7
7050000.0,10.9
7060000.0,13.2
7070000.0,13.7
7080000.0,9.4
7090000.0,10.4
7100000.0,13.1
7110000.0,12.2
7120000.0,15.5
7130000.0,11.6
7140000.0,13.8
7150000.0,10.3
7160000.0,14.2
7170000.0,12.5
7180000.0,13.1
7190000.0,11.6
7200000.0,17.2
7210000.0,19.0
7220000.0,19.8
7230000.0,11.7
7240000.0,14.1
7250000.0,15.9
7260000.0,13.8
7270000.0,17.9
7280000.0,13.9
7290000.0,13.3
7300000.0,11.8
7310000.0,10.2
7320000.0,12.2
7330000.0,15.9
7340000.0,16.4
7350000.0,12.3
7360000.0,19.0
7370000.0,14.6
7380000.0,14.9
7390000.0,9.3
7400000.0,10.1
7410000.0,12.9
7420000.0,15.4
7430000.0,14.5
7440000.0,13.4
7450000.0,12.5
7460000.0,15.3
7470000.0,16.9
7480000.0,16.7
7490000.0,15.5
7500000.0,17.7
7510000.0,18.0
7520000.0,17.5
7530000.0,12.7
7540000.0,18.3
7550000.0,19.7
7560000.0,14.2
7570000.0,12.8
7580000.0,12.8
7590000.0,24.2
7600000.0,13.5
7610000.0,20.2
7620000.0,15.0
7630000.0,16.1
7640000.0,22.1
7650000.0,21.9
7660000.0,14.3
7670000.0,18.2
